# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "4" "-p" "--countReadPairs" "-s" "0" "-t" "exon" "-g" "gene_id" "-a" "/home/xi/tmp/plant_m6A_data/ref/ath_TAIR10.gtf" "-o" "/home/xi/tmp/plant_m6A/results/phase1/expr/GSE174573_gene_counts.txt" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570256.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570257.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570258.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570259.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570260.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570261.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570262.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570263.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570264.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570265.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570266.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570267.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570268.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570269.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570270.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570271.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570272.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570273.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570274.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570275.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570276.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570277.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570278.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570279.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570256.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570257.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570258.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570259.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570260.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570261.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570262.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570263.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570264.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570265.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570266.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570267.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570268.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570269.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570270.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570271.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570272.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570273.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570274.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570275.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570276.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570277.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570278.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570279.sorted.bam
AT1G66260	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	24695637;24695646;24696178;24696178;24696330;24696330;24696608;24696608;24696767;24696767;24697662;24697662;24698295;24698295;24698849	24696081;24696081;24696246;24696246;24696520;24696520;24696676;24696676;24696916;24696916;24697910;24697910;24698376;24698484;24698914	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1429	1245	2073	4731	5069	5550	7535	476	724	1018	1464	363	478	1169	1768	660	822	1409	2346	4737	3744	3514	3910	3183	4464
AT1G05970	1;1;1;1;1;1	1815825;1816062;1816545;1816545;1817228;1817228	1816408;1816402;1816993;1816993;1817336;1817298	-;-;-;-;-;-	1142	15	13	46	66	61	105	6	2	18	18	8	0	21	47	5	24	10	12	40	41	33	39	25	25
AT1G17000	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	5812728;5813008;5813142;5813626;5813834;5814024;5814262;5814436;5814582;5814781;5815070;5815268;5815545;5815755;5815928;5816205;5816384	5812863;5813045;5813527;5813740;5813935;5814174;5814350;5814484;5814682;5814968;5815187;5815425;5815667;5815842;5816058;5816303;5816662	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2351	0	0	2	0	1	5	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0
AT1G07110	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	2178022;2178555;2178771;2178915;2179108;2179293;2179942;2180254;2180577;2180751;2180954;2181086;2181379;2181529;2181761;2181903;2182038;2182325;2182516;2182811;2183217;2183630;2183810	2178440;2178620;2178834;2178983;2179199;2179355;2180017;2180351;2180624;2180825;2181011;2181177;2181456;2181582;2181814;2181932;2182136;2182420;2182716;2183026;2183509;2183693;2184193	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2789	434	1004	2033	3082	2854	3397	230	179	867	900	216	219	766	892	436	685	891	1242	2450	2323	2293	2278	1551	2614
AT1G70220	1;1;1;1;1;1;1;1;1	26446084;26446109;26446449;26446449;26447420;26447420;26447570;26447570;26447853	26446371;26446371;26446572;26446572;26447488;26447488;26448058;26447732;26448058	-;-;-;-;-;-;-;-;-	970	3	4	5	6	5	14	1	0	2	6	0	2	1	0	0	0	0	0	3	9	1	0	1	10
AT1G60890	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	22412188;22412246;22412850;22412850;22413219;22413219;22413746;22413746;22414018;22414018;22414413;22414413;22414730;22414730;22415169;22415169;22416328;22416452;22417009;22417009	22412731;22412731;22413015;22413015;22413379;22413379;22413933;22413933;22414128;22414128;22414578;22414578;22414897;22414897;22416227;22416227;22416628;22416628;22417244;22417312	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3168	143	240	508	677	472	861	86	56	192	213	61	56	236	323	134	234	312	282	648	608	491	563	491	814
AT1G23965	1	8480422	8481599	-	1178	7	6	0	8	2	13	0	0	1	2	1	0	2	1	0	0	0	3	2	1	4	4	5	11
AT1G28020	1;1;1	9768889;9770228;9771041	9770140;9770377;9771157	-;-;-	1519	0	0	4	0	1	3	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
AT1G18335	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	6308925;6308925;6308939;6309394;6309394;6309394;6309529;6309588;6309736;6309736;6309736;6309961;6309961;6309961;6310154;6310154;6310154;6310563;6310563;6310563;6311022;6311022;6311022;6311222;6311222;6311222	6309308;6309308;6309308;6309653;6309454;6309454;6309653;6309653;6309778;6309778;6309778;6310037;6310037;6310037;6310462;6310462;6310462;6310642;6310642;6310642;6311124;6311124;6311124;6311371;6311373;6311373	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1408	26	60	108	444	124	340	17	49	63	49	19	32	69	174	75	73	74	80	133	119	148	206	98	319
AT1G25270	1;1;1;1;1;1;1	8857726;8858083;8858378;8858938;8859278;8859505;8859744	8857889;8858145;8858494;8859184;8859436;8859656;8859909	+;+;+;+;+;+;+	1068	0	0	0	0	0	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AT1G09420	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	3038462;3038469;3038971;3038971;3039247;3039247;3039514;3039550;3039790;3039790;3039924;3039924;3040113;3040113;3040450;3040450;3040649;3040649;3040841;3040841;3041175;3041175;3041614;3041614	3038877;3038877;3039171;3039171;3039449;3039443;3039670;3039670;3039824;3039824;3040032;3040032;3040318;3040318;3040564;3040564;3040743;3040743;3041088;3041088;3041379;3041379;3041819;3041873	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2250	18	56	111	105	123	141	15	1	79	50	17	2	23	15	16	64	29	34	108	81	60	65	77	56
AT1G04105	1;1	1059730;1060283	1060065;1060348	-;-	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G19320	1;1	6679281;6679490	6679381;6680252	+;+	864	1	5	2	0	1	5	0	0	3	0	0	0	3	0	0	21	1	0	0	2	0	1	1	1
AT1G07710	1;1;1;1;1	2386164;2386275;2387644;2387644;2388333	2387563;2387563;2388119;2388050;2388350	-;-;-;-;-	1894	1	14	7	36	17	57	3	10	10	19	1	5	10	11	6	11	17	27	29	56	6	68	17	194
AT1G48950	1;1;1;1;1;1;1	18106860;18107403;18107755;18107994;18108608;18109443;18110022	18107151;18107625;18107878;18108334;18109349;18109621;18110386	+;+;+;+;+;+;+	2266	141	264	424	1122	545	950	64	104	165	344	76	162	303	475	128	299	288	506	577	1054	300	824	329	1927
AT1G15760	1	5425616	5426666	+	1051	10	3	24	17	24	18	3	3	7	11	3	0	26	6	12	5	23	41	38	16	23	16	18	9
AT1G17920	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	6161870;6161870;6162648;6162648;6162831;6162831;6163171;6163171;6163431;6163431;6163715;6163715;6163900;6163900;6164445;6164445;6164722;6164722;6164921;6164921;6165430	6162564;6162564;6162737;6162737;6163093;6163093;6163351;6163351;6163631;6163631;6163816;6163816;6164355;6164355;6164633;6164633;6164839;6164839;6165161;6165820;6165820	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3195	28	16	80	52	70	93	16	20	32	13	7	5	26	30	30	10	37	64	74	35	26	38	47	15
AT1G80920	1;1;1	30403503;30404150;30404307	30404042;30404218;30404713	-;-;-	1016	2094	2762	4700	2189	5389	6821	955	1289	2929	2741	674	797	1423	2493	846	1141	1897	3290	5822	4226	5577	5515	5312	3655
AT1G65160	1;1;1;1;1	24206156;24206357;24206527;24206707;24206962	24206273;24206444;24206622;24206893;24206987	+;+;+;+;+	515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76780	1;1;1;1;1;1	28814434;28816083;28816174;28816507;28816558;28816558	28815334;28816405;28816405;28822256;28822256;28822256	+;+;+;+;+;+	6974	16	32	183	383	172	869	6	55	24	54	4	2	27	97	21	33	39	101	60	268	58	200	75	251
AT1G14000	1;1;1;1;1;1;1;1;1;1;1	4797358;4798032;4798364;4798583;4798803;4799002;4799169;4799318;4799543;4799730;4799917	4797923;4798106;4798480;4798677;4798923;4799081;4799228;4799439;4799628;4799845;4800283	+;+;+;+;+;+;+;+;+;+;+	1805	394	1014	1381	2851	1642	2802	121	165	349	451	114	166	506	551	252	400	461	567	1223	1748	859	1493	850	3470
AT1G68460	1	25668610	25670345	-	1736	0	0	4	0	3	9	0	3	2	0	1	0	3	17	1	0	1	0	3	2	1	0	1	0
AT1G79150	1;1;1;1;1;1;1;1;1;1;1;1;1	29772510;29773272;29773462;29773685;29775143;29775437;29775849;29776165;29776413;29776635;29777116;29777409;29777711	29773189;29773369;29773601;29774017;29775279;29775610;29775987;29776328;29776515;29776843;29777312;29777569;29778016	-;-;-;-;-;-;-;-;-;-;-;-;-	2841	58	158	317	480	301	653	82	113	138	212	50	66	276	274	164	182	271	589	455	786	263	295	325	515
AT1G27350	1;1;1	9498000;9498628;9499301	9498365;9498784;9499639	-;-;-	862	53	147	171	582	124	385	34	48	65	113	12	21	198	300	95	102	112	326	186	244	158	271	100	287
AT1G22060	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	7773063;7773373;7773743;7773743;7773967;7773967;7774241;7774241;7774704;7774704;7779672;7779672;7779947;7779947;7780155;7780155;7780509;7780509;7781017;7781223	7773649;7773649;7773885;7773885;7774068;7774068;7774396;7774396;7779458;7779458;7779836;7779836;7780069;7780069;7780355;7780355;7780613;7780613;7781179;7781539	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6817	403	522	1280	724	1412	1158	135	69	292	257	126	87	384	439	238	355	490	359	1098	853	878	612	881	438
AT1G76410	1	28668664	28669652	+	989	18	53	25	21	34	64	3	15	27	48	6	17	8	0	8	32	10	13	41	56	45	51	54	30
AT1G02030	1	355124	357258	-	2135	5	6	13	5	9	31	1	13	3	8	0	5	4	7	0	0	3	10	17	25	8	12	11	12
AT1G17580	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	6039250;6039835;6040579;6040824;6041059;6041305;6041569;6041834;6042071;6042317;6042555;6042966;6043112;6043373;6043493;6043708;6043957;6044298;6044505;6044778;6045145;6045464;6045681;6045899;6046319;6046673;6046874;6047006;6047170;6047424;6047663;6047984;6048234;6048387;6048565;6048757;6049003;6049186	6039455;6039960;6040716;6040969;6041215;6041363;6041728;6041983;6042207;6042463;6042656;6043023;6043213;6043410;6043619;6043878;6044088;6044407;6044565;6044955;6045350;6045583;6045779;6046117;6046458;6046790;6046924;6047056;6047340;6047579;6047872;6048130;6048304;6048486;6048678;6048837;6049085;6049685	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5142	295	564	1113	2091	1226	1920	122	138	308	447	80	203	361	592	328	444	543	510	1230	1370	925	992	855	1675
AT1G36030	1	13436586	13436828	+	243	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G64800	1	24085046	24085954	+	909	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AT1G02960	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	666807;666807;666807;666807;666807;666807;667151;667151;667151;667151;667151;667151;667373;667373;667373;667541;667541;667541;667541;667735;667735;667735;667735;667735;667735;667957;667957;667957;667957;667957;667957;668173;668173;668173;668173;668173;668173;668613;668613;668613;668613;668613;668613;668856;668856;668856;668856;668856;668856;669079;669079;669079;669079;669079;669079;669227;669227;669227;669227;669227;669227;669461;669461;669461;669461;669461;669461;669620;669620;669620;669620;669620;669620;669750;669750;669750;669750;669750;669750	667068;667068;667068;667068;667068;667068;667437;667281;667464;667281;667641;667281;667641;667464;667437;667641;667641;667641;667641;667868;667868;667868;667868;667868;667868;668082;668082;668082;668082;668082;668082;668468;668468;668468;668468;668468;668468;668745;668745;668745;668745;668745;668745;668987;668987;668987;668987;668987;668987;669134;669134;669134;669134;669134;669134;669266;669266;669266;669266;669266;669266;669513;669513;669513;669513;669513;669513;669650;669650;669650;669650;669650;669650;669919;669919;669919;669919;669919;669919	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1924	50	168	324	1211	337	1046	44	62	101	205	23	31	98	106	72	102	108	176	272	243	213	235	190	659
AT1G28100	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	9801082;9801082;9801082;9801082;9801703;9801826;9802032;9802032;9802032;9802032;9802104;9802268;9802268;9802268;9802268;9802268;9802268;9802437;9802437;9802437;9802437;9802437;9802437;9802575;9802575;9802575;9802575;9802575;9802575;9802764;9802764;9802764;9802764;9802764;9802764;9802916;9802916;9802916;9802916;9802916;9802916;9803207;9803207;9803207;9803207;9803207;9803207;9803489;9803489;9803489;9803489;9803489;9803489;9803624;9803624;9803624;9803624;9803624;9803624;9803771;9803771;9803771;9803771;9803771;9803771;9804131	9801400;9801400;9801400;9801400;9802184;9802031;9802184;9802184;9802184;9802184;9802184;9802351;9802351;9802351;9802351;9802351;9802351;9802500;9802500;9802500;9802500;9802500;9802500;9802621;9802621;9802621;9802621;9802621;9802621;9802818;9802818;9802818;9802818;9802818;9802818;9802954;9802954;9802954;9802954;9802978;9802954;9803375;9803375;9803375;9803375;9803375;9803375;9803546;9803546;9803546;9803546;9803546;9803546;9803676;9803680;9803680;9803680;9803680;9803680;9804092;9804092;9804026;9803981;9804092;9804092;9804394	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1984	10	15	52	45	56	50	3	4	10	32	3	4	16	26	12	27	21	11	36	30	31	52	36	56
AT1G79280	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	29818970;29819142;29819142;29820599;29820599;29820599;29820867;29820867;29820867;29821070;29821070;29821070;29821305;29821305;29821305;29821461;29821461;29821461;29821624;29821624;29821624;29821816;29821816;29821816;29822560;29822560;29822560;29822715;29822715;29822715;29822972;29822972;29822972;29823162;29823162;29823162;29823430;29823430;29823430;29823579;29823579;29823579;29823942;29823942;29823942;29824133;29824133;29824133;29824597;29824597;29824597;29824795;29824795;29824795;29825097;29825097;29825097;29825245;29825245;29825245;29825493;29825673;29825673;29825673;29825835;29825835;29825835;29826266;29826266;29826266;29826530;29826530;29826530;29826669;29826669;29826669;29826790;29826790;29826790;29826931;29826953;29826953;29827166;29827166;29827166;29827733;29827733;29827733;29827915;29827915;29827915;29828409;29828409;29828409;29828597;29828597;29828597;29828782;29828782;29828782;29828992;29828992;29828992;29829303;29829303;29829303;29829445;29829445;29829445;29829665;29829665;29829665;29829899;29829899;29829899;29830077;29830077;29830077;29830642;29830642;29830642;29831076;29831076;29831076;29831240;29831240;29831240;29831487;29831487;29831487;29831643;29831643;29831643;29831811;29831811;29831811;29832089;29832089;29832089;29832273;29832273;29832273;29832501;29832501;29832501	29820512;29820512;29820512;29820770;29820770;29820770;29820980;29820980;29820980;29821219;29821219;29821219;29821381;29821381;29821381;29821542;29821542;29821542;29821707;29821707;29821707;29821971;29821971;29821971;29822631;29822631;29822631;29822864;29822864;29822864;29823049;29823049;29823049;29823275;29823275;29823275;29823483;29823483;29823483;29823737;29823737;29823737;29824034;29824034;29824034;29824249;29824249;29824249;29824699;29824699;29824699;29824979;29824979;29824979;29825171;29825171;29825171;29825328;29825328;29825328;29825558;29825720;29825720;29825720;29825882;29825882;29825882;29826445;29826445;29826445;29826583;29826583;29826583;29826710;29826710;29826710;29826869;29826888;29826888;29827087;29827087;29827087;29827268;29827268;29827268;29827806;29827806;29827806;29827964;29827964;29827964;29828487;29828487;29828487;29828710;29828710;29828710;29828886;29828886;29828886;29829135;29829135;29829135;29829371;29829371;29829371;29829548;29829548;29829548;29829713;29829713;29829713;29829991;29829991;29829991;29830197;29830197;29830197;29830745;29830745;29830745;29831153;29831153;29831153;29831329;29831329;29831329;29831552;29831552;29831552;29831735;29831735;29831735;29831939;29831939;29831939;29832187;29832187;29832187;29832419;29832419;29832419;29833016;29832978;29833016	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6783	773	1566	3186	2850	3779	5924	379	727	927	1641	252	290	1471	2260	919	1536	1604	4300	3232	3700	2659	3231	2562	3246
AT1G59680	1;1;1;1;1;1	21933012;21933021;21933588;21933588;21933771;21933771	21933446;21933296;21933660;21933660;21934216;21934216	+;+;+;+;+;+	954	0	0	1	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78660	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	29585677;29585797;29585851;29585936;29586066;29586066;29586431;29586431;29586431;29586594;29586594;29586594;29586905;29586905;29586905;29587084;29587084;29587084;29587337;29587337;29587337;29587519;29587519;29587519;29587693;29587693;29587693;29587873;29587873;29587873;29588066;29588066;29588066	29585761;29585955;29585955;29586337;29586337;29586337;29586517;29586517;29586517;29586683;29586683;29586683;29586999;29586999;29586999;29587144;29587144;29587144;29587426;29587426;29587426;29587581;29587581;29587581;29587781;29587781;29587781;29587965;29587965;29587965;29588302;29588389;29588389	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1618	121	881	714	1583	638	1669	56	90	198	499	89	95	159	312	116	157	173	320	805	6200	369	1079	441	1960
AT1G53680	1;1	20038320;20038767	20038681;20039164	+;+	760	17	10	72	55	56	67	7	4	21	8	8	0	41	87	22	0	38	27	166	56	81	108	84	103
AT1G30860	1;1;1;1;1	10986496;10987099;10987505;10988276;10988494	10987010;10987420;10988188;10988394;10989593	-;-;-;-;-	2740	11	13	76	42	63	100	6	10	13	10	4	0	14	15	9	14	16	16	64	56	40	35	61	42
AT1G66360	1;1;1	24751310;24752061;24752290	24751541;24752156;24752834	+;+;+	873	2	1	1	1	0	7	0	0	0	0	0	0	1	11	1	0	2	0	1	2	3	0	0	1
AT1G66900	1;1;1;1;1	24959250;24960485;24960610;24960922;24961064	24959856;24960521;24960846;24960969;24961616	+;+;+;+;+	1482	102	382	349	1004	351	1063	32	57	102	155	29	121	143	215	77	116	166	118	308	826	217	346	313	798
AT1G11660	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	3920478;3920497;3920656;3920656;3921002;3921002;3921002;3921105;3922382;3922382;3922382;3922382;3922732;3922732;3922732;3922732;3922915;3922915;3922915;3922915;3923184;3923184;3923184;3923184;3923491;3923491;3923491;3923491;3923721;3923721;3923721;3923721;3923981;3923981;3923981;3923981;3924248;3924248;3924248;3924248	3920605;3920605;3920911;3922228;3922228;3922228;3921036;3922228;3922594;3922594;3922594;3922594;3922827;3922827;3922827;3922827;3923025;3923025;3923025;3923025;3923375;3923375;3923375;3923375;3923637;3923637;3923637;3923637;3923849;3923849;3923849;3923849;3924111;3924111;3924111;3924111;3924566;3924566;3924555;3924566	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3039	320	419	955	1397	945	1392	127	230	296	553	81	85	460	718	309	422	526	832	1013	1548	613	908	846	1590
AT1G62070	1	22943594	22944289	+	696	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06830	1	2097106	2097655	+	550	15	20	43	50	42	49	1	0	6	8	1	2	15	9	9	28	13	4	21	14	13	23	20	74
AT1G21780	1;1;1;1;1;1;1;1;1	7651882;7652029;7652374;7652668;7652668;7653054;7653054;7653261;7653261	7652588;7652275;7652588;7652813;7652813;7653169;7653169;7654014;7654014	+;+;+;+;+;+;+;+;+	1723	227	404	669	680	731	1267	103	82	245	260	86	91	280	243	259	246	342	264	718	675	433	496	530	545
AT1G57613	1;1;1	21340183;21340333;21340531	21340224;21340422;21340716	+;+;+	318	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G24560	1;1;1;1;1	8702361;8704106;8704601;8704841;8705290	8704023;8704182;8704712;8704957;8705879	+;+;+;+;+	2559	405	760	1183	1296	1228	2181	174	240	349	431	117	125	494	871	270	518	605	874	998	1195	772	816	754	896
AT1G35670	1;1;1;1;1;1;1	13205345;13206686;13206919;13207170;13207357;13207608;13207918	13205996;13206829;13207071;13207285;13207524;13207832;13208289	+;+;+;+;+;+;+	1830	172	382	903	951	1139	1581	93	65	231	195	67	27	281	293	156	193	307	237	819	702	613	533	430	510
AT1G44960	1;1	16999446;17000967	16999880;17001734	+;+	1203	83	84	153	144	135	158	27	21	44	31	11	3	59	38	58	47	84	58	197	146	110	131	121	118
AT1G45160	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	17083077;17083546;17084040;17084040;17084214;17084554;17084554;17084733;17084733;17085065;17085065;17085564;17085564;17085726;17085726;17086185;17086185;17086355;17086355;17086573;17086573;17087044;17087044;17087346;17087346;17087986;17087986;17089433;17089433;17089690;17089690;17090073;17090073	17083912;17083912;17084114;17084342;17084342;17084610;17084610;17084784;17084784;17085153;17085153;17085649;17085649;17085918;17085918;17086277;17086277;17086495;17086495;17086665;17086665;17087269;17087269;17087518;17087518;17089200;17089200;17089609;17089609;17089790;17089790;17090588;17090545	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4351	166	340	849	668	957	865	102	66	367	242	117	80	529	507	326	508	603	404	817	574	679	576	606	371
